epoch,train_loss,val_acc,epoch_time,acc_gradient
1,0.7440676109750843,0.5917602996254682,17.878759145736694,0.5917602996254682
2,0.4083192766045725,0.9026217228464419,17.866997241973877,0.31086142322097376
3,0.35582622519418516,0.8951310861423221,17.71007251739502,-0.0074906367041198685
4,0.4488092618614602,0.8876404494382023,17.817846536636353,-0.0074906367041197575
5,0.38384803643439735,0.8876404494382023,17.728960752487183,0.0
6,0.4152806031803845,0.9138576779026217,17.977947473526,0.02621722846441943
7,0.3334461822523085,0.9063670411985019,17.717305660247803,-0.0074906367041198685
8,0.2814276005469221,0.8876404494382023,17.818100690841675,-0.01872659176029956
9,0.2997845302080975,0.898876404494382,17.761744499206543,0.011235955056179692
10,0.25201001851585325,0.9101123595505618,17.952153205871582,0.011235955056179803
11,0.26319591066690795,0.9325842696629214,17.72542667388916,0.022471910112359605
12,0.2640463212765129,0.9288389513108615,17.67747402191162,-0.0037453183520599342
13,0.2366075546048873,0.9101123595505618,17.826893091201782,-0.01872659176029967
14,0.23606184827548832,0.9325842696629214,17.97064971923828,0.022471910112359605
15,0.2735975857054055,0.8726591760299626,17.81574296951294,-0.05992509363295884
16,0.2595887695943843,0.9400749063670412,17.821335315704346,0.0674157303370786
17,0.21293644495516517,0.9250936329588015,17.826486349105835,-0.014981273408239626
18,0.2575925953561367,0.9250936329588015,17.811030387878418,0.0
19,0.23315566915540056,0.9138576779026217,17.9112868309021,-0.011235955056179803
20,0.21512146405667565,0.9250936329588015,17.85895347595215,0.011235955056179803
