epoch,train_loss,val_acc,epoch_time,acc_gradient
1,0.5265245957747517,0.8389513108614233,15.678204536437988,0.8389513108614233
2,0.32210909980635405,0.8951310861423221,15.805765390396118,0.05617977528089879
3,0.25851310208523076,0.8876404494382023,15.851150512695312,-0.0074906367041197575
4,0.22553381347123472,0.898876404494382,15.814301252365112,0.011235955056179692
5,0.21164757296359737,0.9026217228464419,15.890348196029663,0.0037453183520599342
6,0.19269509217259603,0.9026217228464419,15.932859182357788,0.0
7,0.1791504891391573,0.9026217228464419,15.713966369628906,0.0
8,0.2017214055167896,0.9026217228464419,15.679529666900635,0.0
9,0.18094785268413288,0.9138576779026217,15.714621782302856,0.011235955056179803
10,0.17126130967832812,0.9138576779026217,15.950612545013428,0.0
11,0.15780946442534804,0.9138576779026217,15.656847953796387,0.0
12,0.16116480985500292,0.9176029962546817,15.946302652359009,0.0037453183520599342
13,0.1569153878712954,0.9213483146067416,16.026350736618042,0.0037453183520599342
14,0.15074658122475587,0.9250936329588015,15.893059253692627,0.0037453183520599342
15,0.14212477182209823,0.9288389513108615,15.858593702316284,0.0037453183520599342
16,0.12956590157147893,0.9325842696629214,16.037957906723022,0.0037453183520599342
17,0.1432231573419198,0.9325842696629214,15.813085556030273,0.0
18,0.1271846010406923,0.9363295880149812,15.826257705688477,0.0037453183520598232
19,0.14222127592097447,0.9325842696629214,15.723307609558105,-0.0037453183520598232
20,0.1291652986457228,0.9325842696629214,15.8070969581604,0.0
